"technique_id","technique_name","aspect","animation_id","duration_ms","hit_frame_ms","sfx_key","caster_motion","projectile_or_field","target_impact","color_primary","color_secondary"
"TC342","Spark Howl","spark","anim_tc342_spark_recovery_lash","614","582","sfx_tc342_spark_recovery_lash","lunge","projectile","flash","#FFD43B","#FFFFFF"
"TC343","Frost Guard","frost","anim_tc343_frost_strike_ring","631","593","sfx_tc343_frost_strike_ring","brace","aura_ring","shake","#A7E8FF","#FFFFFF"
"TC344","Metal Crash","metal","anim_tc344_metal_pulse_wave","648","184","sfx_tc344_metal_pulse_wave","float","ground_wave","ring_pop","#A6A9B6","#E2E5EF"
"TC345","Shade Thread","shade","anim_tc345_shade_guard_slash","665","195","sfx_tc345_shade_guard_slash","spin","screen_layer","scatter","#5D3F7A","#0C0D12"
"TC346","Radiant Field","radiant","anim_tc346_radiant_field_flare","682","206","sfx_tc346_radiant_field_flare","step","particle_cone","pull","#FFD97A","#FFFFFF"
"TC347","Mind Mark","mind","anim_tc347_mind_bind_quake","699","217","sfx_tc347_mind_bind_quake","rear","orbit","cleanse","#C071D8","#F0B6FF"
"TC348","Echo Rush","echo","anim_tc348_echo_recovery_beam","716","228","sfx_tc348_echo_recovery_beam","lunge","projectile","flash","#55D6C2","#FFFFFF"
"TC349","Ember Song","ember","anim_tc349_ember_strike_ripple","733","239","sfx_tc349_ember_strike_ripple","brace","aura_ring","shake","#F05A28","#FFD43B"
"TC350","Tide Blade","tide","anim_tc350_tide_pulse_shard","750","250","sfx_tc350_tide_pulse_shard","float","ground_wave","ring_pop","#2F9EEA","#A7E8FF"
"TC351","Verdance Nova","verdance","anim_tc351_verdance_guard_chain","767","261","sfx_tc351_verdance_guard_chain","spin","screen_layer","scatter","#43A047","#B7E27D"
"TC352","Stone Rift","stone","anim_tc352_stone_field_veil","784","272","sfx_tc352_stone_field_veil","step","particle_cone","pull","#8A7D66","#D0C0A0"
"TC353","Gale Comet","gale","anim_tc353_gale_bind_arc","801","283","sfx_tc353_gale_bind_arc","rear","orbit","cleanse","#87CDEB","#FFFFFF"
"TC354","Spark Bind","spark","anim_tc354_spark_recovery_surge","818","294","sfx_tc354_spark_recovery_surge","lunge","projectile","flash","#FFD43B","#FFFFFF"
"TC355","Frost Mirror","frost","anim_tc355_frost_strike_spiral","835","305","sfx_tc355_frost_strike_spiral","brace","aura_ring","shake","#A7E8FF","#FFFFFF"
"TC356","Metal Drift","metal","anim_tc356_metal_pulse_burst","852","316","sfx_tc356_metal_pulse_burst","float","ground_wave","ring_pop","#A6A9B6","#E2E5EF"
"TC357","Shade Aegis","shade","anim_tc357_shade_guard_rain","869","327","sfx_tc357_shade_guard_rain","spin","screen_layer","scatter","#5D3F7A","#0C0D12"
"TC358","Radiant Burst","radiant","anim_tc358_radiant_field_lash","886","338","sfx_tc358_radiant_field_lash","step","particle_cone","pull","#FFD97A","#FFFFFF"
"TC359","Mind Orbit","mind","anim_tc359_mind_bind_ring","903","349","sfx_tc359_mind_bind_ring","rear","orbit","cleanse","#C071D8","#F0B6FF"
"TC360","Echo Needle","echo","anim_tc360_echo_recovery_wave","920","360","sfx_tc360_echo_recovery_wave","lunge","projectile","flash","#55D6C2","#FFFFFF"
"TC361","Ember Snap","ember","anim_tc361_ember_strike_slash","937","371","sfx_tc361_ember_strike_slash","brace","aura_ring","shake","#F05A28","#FFD43B"
"TC362","Tide Surge","tide","anim_tc362_tide_pulse_flare","954","382","sfx_tc362_tide_pulse_flare","float","ground_wave","ring_pop","#2F9EEA","#A7E8FF"
"TC363","Verdance Veil","verdance","anim_tc363_verdance_guard_quake","971","393","sfx_tc363_verdance_guard_quake","spin","screen_layer","scatter","#43A047","#B7E27D"
"TC364","Stone Spiral","stone","anim_tc364_stone_field_beam","988","404","sfx_tc364_stone_field_beam","step","particle_cone","pull","#8A7D66","#D0C0A0"
"TC365","Gale Crown","gale","anim_tc365_gale_bind_ripple","1005","415","sfx_tc365_gale_bind_ripple","rear","orbit","cleanse","#87CDEB","#FFFFFF"
"TC366","Spark Pulse","spark","anim_tc366_spark_recovery_shard","1022","426","sfx_tc366_spark_recovery_shard","lunge","projectile","flash","#FFD43B","#FFFFFF"
"TC367","Frost Fang","frost","anim_tc367_frost_strike_chain","1039","437","sfx_tc367_frost_strike_chain","brace","aura_ring","shake","#A7E8FF","#FFFFFF"
"TC368","Metal Bloom","metal","anim_tc368_metal_pulse_veil","536","448","sfx_tc368_metal_pulse_veil","float","ground_wave","ring_pop","#A6A9B6","#E2E5EF"
"TC369","Shade Ward","shade","anim_tc369_shade_guard_arc","553","459","sfx_tc369_shade_guard_arc","spin","screen_layer","scatter","#5D3F7A","#0C0D12"
"TC370","Radiant Lance","radiant","anim_tc370_radiant_field_surge","570","470","sfx_tc370_radiant_field_surge","step","particle_cone","pull","#FFD97A","#FFFFFF"
"TC371","Mind Step","mind","anim_tc371_mind_bind_spiral","587","481","sfx_tc371_mind_bind_spiral","rear","orbit","cleanse","#C071D8","#F0B6FF"
"TC372","Echo Howl","echo","anim_tc372_echo_recovery_burst","604","492","sfx_tc372_echo_recovery_burst","lunge","projectile","flash","#55D6C2","#FFFFFF"
"TC373","Ember Guard","ember","anim_tc373_ember_strike_rain","621","503","sfx_tc373_ember_strike_rain","brace","aura_ring","shake","#F05A28","#FFD43B"
"TC374","Tide Crash","tide","anim_tc374_tide_pulse_lash","638","514","sfx_tc374_tide_pulse_lash","float","ground_wave","ring_pop","#2F9EEA","#A7E8FF"
"TC375","Verdance Thread","verdance","anim_tc375_verdance_guard_ring","655","525","sfx_tc375_verdance_guard_ring","spin","screen_layer","scatter","#43A047","#B7E27D"
"TC376","Stone Field","stone","anim_tc376_stone_field_wave","672","536","sfx_tc376_stone_field_wave","step","particle_cone","pull","#8A7D66","#D0C0A0"
"TC377","Gale Mark","gale","anim_tc377_gale_bind_slash","689","547","sfx_tc377_gale_bind_slash","rear","orbit","cleanse","#87CDEB","#FFFFFF"
"TC378","Spark Rush","spark","anim_tc378_spark_recovery_flare","706","558","sfx_tc378_spark_recovery_flare","lunge","projectile","flash","#FFD43B","#FFFFFF"
"TC379","Frost Song","frost","anim_tc379_frost_strike_quake","723","569","sfx_tc379_frost_strike_quake","brace","aura_ring","shake","#A7E8FF","#FFFFFF"
"TC380","Metal Blade","metal","anim_tc380_metal_pulse_beam","740","580","sfx_tc380_metal_pulse_beam","float","ground_wave","ring_pop","#A6A9B6","#E2E5EF"
"TC381","Shade Nova","shade","anim_tc381_shade_guard_ripple","757","591","sfx_tc381_shade_guard_ripple","spin","screen_layer","scatter","#5D3F7A","#0C0D12"
"TC382","Radiant Rift","radiant","anim_tc382_radiant_field_shard","774","182","sfx_tc382_radiant_field_shard","step","particle_cone","pull","#FFD97A","#FFFFFF"
"TC383","Mind Comet","mind","anim_tc383_mind_bind_chain","791","193","sfx_tc383_mind_bind_chain","rear","orbit","cleanse","#C071D8","#F0B6FF"
"TC384","Echo Bind","echo","anim_tc384_echo_recovery_veil","808","204","sfx_tc384_echo_recovery_veil","lunge","projectile","flash","#55D6C2","#FFFFFF"
"TC385","Ember Mirror","ember","anim_tc385_ember_strike_arc","825","215","sfx_tc385_ember_strike_arc","brace","aura_ring","shake","#F05A28","#FFD43B"
"TC386","Tide Drift","tide","anim_tc386_tide_pulse_surge","842","226","sfx_tc386_tide_pulse_surge","float","ground_wave","ring_pop","#2F9EEA","#A7E8FF"
"TC387","Verdance Aegis","verdance","anim_tc387_verdance_guard_spiral","859","237","sfx_tc387_verdance_guard_spiral","spin","screen_layer","scatter","#43A047","#B7E27D"
"TC388","Stone Burst","stone","anim_tc388_stone_field_burst","876","248","sfx_tc388_stone_field_burst","step","particle_cone","pull","#8A7D66","#D0C0A0"
"TC389","Gale Orbit","gale","anim_tc389_gale_bind_rain","893","259","sfx_tc389_gale_bind_rain","rear","orbit","cleanse","#87CDEB","#FFFFFF"
"TC390","Spark Needle","spark","anim_tc390_spark_recovery_lash","910","270","sfx_tc390_spark_recovery_lash","lunge","projectile","flash","#FFD43B","#FFFFFF"
"TC391","Frost Snap","frost","anim_tc391_frost_strike_ring","927","281","sfx_tc391_frost_strike_ring","brace","aura_ring","shake","#A7E8FF","#FFFFFF"
"TC392","Metal Surge","metal","anim_tc392_metal_pulse_wave","944","292","sfx_tc392_metal_pulse_wave","float","ground_wave","ring_pop","#A6A9B6","#E2E5EF"
"TC393","Shade Veil","shade","anim_tc393_shade_guard_slash","961","303","sfx_tc393_shade_guard_slash","spin","screen_layer","scatter","#5D3F7A","#0C0D12"
"TC394","Radiant Spiral","radiant","anim_tc394_radiant_field_flare","978","314","sfx_tc394_radiant_field_flare","step","particle_cone","pull","#FFD97A","#FFFFFF"
"TC395","Mind Crown","mind","anim_tc395_mind_bind_quake","995","325","sfx_tc395_mind_bind_quake","rear","orbit","cleanse","#C071D8","#F0B6FF"
"TC396","Echo Pulse","echo","anim_tc396_echo_recovery_beam","1012","336","sfx_tc396_echo_recovery_beam","lunge","projectile","flash","#55D6C2","#FFFFFF"
"TC397","Ember Fang","ember","anim_tc397_ember_strike_ripple","1029","347","sfx_tc397_ember_strike_ripple","brace","aura_ring","shake","#F05A28","#FFD43B"
"TC398","Tide Bloom","tide","anim_tc398_tide_pulse_shard","526","358","sfx_tc398_tide_pulse_shard","float","ground_wave","ring_pop","#2F9EEA","#A7E8FF"
"TC399","Verdance Ward","verdance","anim_tc399_verdance_guard_chain","543","369","sfx_tc399_verdance_guard_chain","spin","screen_layer","scatter","#43A047","#B7E27D"
"TC400","Stone Lance","stone","anim_tc400_stone_field_veil","560","380","sfx_tc400_stone_field_veil","step","particle_cone","pull","#8A7D66","#D0C0A0"
"TC401","Gale Step","gale","anim_tc401_gale_bind_arc","577","391","sfx_tc401_gale_bind_arc","rear","orbit","cleanse","#87CDEB","#FFFFFF"
"TC402","Spark Howl","spark","anim_tc402_spark_recovery_surge","594","402","sfx_tc402_spark_recovery_surge","lunge","projectile","flash","#FFD43B","#FFFFFF"
"TC403","Frost Guard","frost","anim_tc403_frost_strike_spiral","611","413","sfx_tc403_frost_strike_spiral","brace","aura_ring","shake","#A7E8FF","#FFFFFF"
"TC404","Metal Crash","metal","anim_tc404_metal_pulse_burst","628","424","sfx_tc404_metal_pulse_burst","float","ground_wave","ring_pop","#A6A9B6","#E2E5EF"
"TC405","Shade Thread","shade","anim_tc405_shade_guard_rain","645","435","sfx_tc405_shade_guard_rain","spin","screen_layer","scatter","#5D3F7A","#0C0D12"
"TC406","Radiant Field","radiant","anim_tc406_radiant_field_lash","662","446","sfx_tc406_radiant_field_lash","step","particle_cone","pull","#FFD97A","#FFFFFF"
"TC407","Mind Mark","mind","anim_tc407_mind_bind_ring","679","457","sfx_tc407_mind_bind_ring","rear","orbit","cleanse","#C071D8","#F0B6FF"
"TC408","Echo Rush","echo","anim_tc408_echo_recovery_wave","696","468","sfx_tc408_echo_recovery_wave","lunge","projectile","flash","#55D6C2","#FFFFFF"
"TC409","Ember Song","ember","anim_tc409_ember_strike_slash","713","479","sfx_tc409_ember_strike_slash","brace","aura_ring","shake","#F05A28","#FFD43B"
"TC410","Tide Blade","tide","anim_tc410_tide_pulse_flare","730","490","sfx_tc410_tide_pulse_flare","float","ground_wave","ring_pop","#2F9EEA","#A7E8FF"
"TC411","Verdance Nova","verdance","anim_tc411_verdance_guard_quake","747","501","sfx_tc411_verdance_guard_quake","spin","screen_layer","scatter","#43A047","#B7E27D"
"TC412","Stone Rift","stone","anim_tc412_stone_field_beam","764","512","sfx_tc412_stone_field_beam","step","particle_cone","pull","#8A7D66","#D0C0A0"
"TC413","Gale Comet","gale","anim_tc413_gale_bind_ripple","781","523","sfx_tc413_gale_bind_ripple","rear","orbit","cleanse","#87CDEB","#FFFFFF"
"TC414","Spark Bind","spark","anim_tc414_spark_recovery_shard","798","534","sfx_tc414_spark_recovery_shard","lunge","projectile","flash","#FFD43B","#FFFFFF"
"TC415","Frost Mirror","frost","anim_tc415_frost_strike_chain","815","545","sfx_tc415_frost_strike_chain","brace","aura_ring","shake","#A7E8FF","#FFFFFF"
"TC416","Metal Drift","metal","anim_tc416_metal_pulse_veil","832","556","sfx_tc416_metal_pulse_veil","float","ground_wave","ring_pop","#A6A9B6","#E2E5EF"
"TC417","Shade Aegis","shade","anim_tc417_shade_guard_arc","849","567","sfx_tc417_shade_guard_arc","spin","screen_layer","scatter","#5D3F7A","#0C0D12"
"TC418","Radiant Burst","radiant","anim_tc418_radiant_field_surge","866","578","sfx_tc418_radiant_field_surge","step","particle_cone","pull","#FFD97A","#FFFFFF"
"TC419","Mind Orbit","mind","anim_tc419_mind_bind_spiral","883","589","sfx_tc419_mind_bind_spiral","rear","orbit","cleanse","#C071D8","#F0B6FF"
"TC420","Echo Needle","echo","anim_tc420_echo_recovery_burst","900","180","sfx_tc420_echo_recovery_burst","lunge","projectile","flash","#55D6C2","#FFFFFF"
"TC421","Ember Snap","ember","anim_tc421_ember_strike_rain","917","191","sfx_tc421_ember_strike_rain","brace","aura_ring","shake","#F05A28","#FFD43B"
"TC422","Tide Surge","tide","anim_tc422_tide_pulse_lash","934","202","sfx_tc422_tide_pulse_lash","float","ground_wave","ring_pop","#2F9EEA","#A7E8FF"
"TC423","Verdance Veil","verdance","anim_tc423_verdance_guard_ring","951","213","sfx_tc423_verdance_guard_ring","spin","screen_layer","scatter","#43A047","#B7E27D"
"TC424","Stone Spiral","stone","anim_tc424_stone_field_wave","968","224","sfx_tc424_stone_field_wave","step","particle_cone","pull","#8A7D66","#D0C0A0"
"TC425","Gale Crown","gale","anim_tc425_gale_bind_slash","985","235","sfx_tc425_gale_bind_slash","rear","orbit","cleanse","#87CDEB","#FFFFFF"
"TC426","Spark Pulse","spark","anim_tc426_spark_recovery_flare","1002","246","sfx_tc426_spark_recovery_flare","lunge","projectile","flash","#FFD43B","#FFFFFF"
"TC427","Frost Fang","frost","anim_tc427_frost_strike_quake","1019","257","sfx_tc427_frost_strike_quake","brace","aura_ring","shake","#A7E8FF","#FFFFFF"
"TC428","Metal Bloom","metal","anim_tc428_metal_pulse_beam","1036","268","sfx_tc428_metal_pulse_beam","float","ground_wave","ring_pop","#A6A9B6","#E2E5EF"
"TC429","Shade Ward","shade","anim_tc429_shade_guard_ripple","533","279","sfx_tc429_shade_guard_ripple","spin","screen_layer","scatter","#5D3F7A","#0C0D12"
"TC430","Radiant Lance","radiant","anim_tc430_radiant_field_shard","550","290","sfx_tc430_radiant_field_shard","step","particle_cone","pull","#FFD97A","#FFFFFF"
"TC431","Mind Step","mind","anim_tc431_mind_bind_chain","567","301","sfx_tc431_mind_bind_chain","rear","orbit","cleanse","#C071D8","#F0B6FF"
"TC432","Echo Howl","echo","anim_tc432_echo_recovery_veil","584","312","sfx_tc432_echo_recovery_veil","lunge","projectile","flash","#55D6C2","#FFFFFF"
"TC433","Ember Guard","ember","anim_tc433_ember_strike_arc","601","323","sfx_tc433_ember_strike_arc","brace","aura_ring","shake","#F05A28","#FFD43B"
"TC434","Tide Crash","tide","anim_tc434_tide_pulse_surge","618","334","sfx_tc434_tide_pulse_surge","float","ground_wave","ring_pop","#2F9EEA","#A7E8FF"
"TC435","Verdance Thread","verdance","anim_tc435_verdance_guard_spiral","635","345","sfx_tc435_verdance_guard_spiral","spin","screen_layer","scatter","#43A047","#B7E27D"
"TC436","Stone Field","stone","anim_tc436_stone_field_burst","652","356","sfx_tc436_stone_field_burst","step","particle_cone","pull","#8A7D66","#D0C0A0"
"TC437","Gale Mark","gale","anim_tc437_gale_bind_rain","669","367","sfx_tc437_gale_bind_rain","rear","orbit","cleanse","#87CDEB","#FFFFFF"
"TC438","Spark Rush","spark","anim_tc438_spark_recovery_lash","686","378","sfx_tc438_spark_recovery_lash","lunge","projectile","flash","#FFD43B","#FFFFFF"
"TC439","Frost Song","frost","anim_tc439_frost_strike_ring","703","389","sfx_tc439_frost_strike_ring","brace","aura_ring","shake","#A7E8FF","#FFFFFF"
"TC440","Metal Blade","metal","anim_tc440_metal_pulse_wave","720","400","sfx_tc440_metal_pulse_wave","float","ground_wave","ring_pop","#A6A9B6","#E2E5EF"
"TC441","Shade Nova","shade","anim_tc441_shade_guard_slash","737","411","sfx_tc441_shade_guard_slash","spin","screen_layer","scatter","#5D3F7A","#0C0D12"
"TC442","Radiant Rift","radiant","anim_tc442_radiant_field_flare","754","422","sfx_tc442_radiant_field_flare","step","particle_cone","pull","#FFD97A","#FFFFFF"
"TC443","Mind Comet","mind","anim_tc443_mind_bind_quake","771","433","sfx_tc443_mind_bind_quake","rear","orbit","cleanse","#C071D8","#F0B6FF"
"TC444","Echo Bind","echo","anim_tc444_echo_recovery_beam","788","444","sfx_tc444_echo_recovery_beam","lunge","projectile","flash","#55D6C2","#FFFFFF"
"TC445","Ember Mirror","ember","anim_tc445_ember_strike_ripple","805","455","sfx_tc445_ember_strike_ripple","brace","aura_ring","shake","#F05A28","#FFD43B"
"TC446","Tide Drift","tide","anim_tc446_tide_pulse_shard","822","466","sfx_tc446_tide_pulse_shard","float","ground_wave","ring_pop","#2F9EEA","#A7E8FF"
"TC447","Verdance Aegis","verdance","anim_tc447_verdance_guard_chain","839","477","sfx_tc447_verdance_guard_chain","spin","screen_layer","scatter","#43A047","#B7E27D"
"TC448","Stone Burst","stone","anim_tc448_stone_field_veil","856","488","sfx_tc448_stone_field_veil","step","particle_cone","pull","#8A7D66","#D0C0A0"
"TC449","Gale Orbit","gale","anim_tc449_gale_bind_arc","873","499","sfx_tc449_gale_bind_arc","rear","orbit","cleanse","#87CDEB","#FFFFFF"
"TC450","Spark Needle","spark","anim_tc450_spark_recovery_surge","890","510","sfx_tc450_spark_recovery_surge","lunge","projectile","flash","#FFD43B","#FFFFFF"
