"echoform_id","echoform_name","level","technique_id","technique_name","element","source"
"E155","Shadeglass","36","TC323","Mind Comet","mind","level_up"
"E155","Shadeglass","44","TC407","Mind Mark","mind","level_up"
"E155","Shadeglass","52","TC047","Mind Mark","mind","level_up"
"E155","Shadeglass","62","TC131","Mind Step","mind","level_up"
"E156","Lumenvole","1","TC108","Echo Rush","echo","level_up"
"E156","Lumenvole","4","TC137","Gale Mark","gale","level_up"
"E156","Lumenvole","8","TC276","Echo Pulse","echo","level_up"
"E156","Lumenvole","12","TC305","Gale Crown","gale","level_up"
"E156","Lumenvole","16","TC444","Echo Bind","echo","level_up"
"E156","Lumenvole","20","TC017","Gale Mark","gale","level_up"
"E156","Lumenvole","25","TC168","Echo Rush","echo","level_up"
"E156","Lumenvole","30","TC185","Gale Crown","gale","level_up"
"E156","Lumenvole","36","TC336","Echo Pulse","echo","level_up"
"E156","Lumenvole","44","TC353","Gale Comet","gale","level_up"
"E156","Lumenvole","52","TC060","Echo Needle","echo","level_up"
"E156","Lumenvole","62","TC065","Gale Crown","gale","level_up"
"E157","Brinehorn","1","TC061","Ember Snap","ember","level_up"
"E157","Brinehorn","4","TC145","Ember Mirror","ember","level_up"
"E157","Brinehorn","8","TC229","Ember Song","ember","level_up"
"E157","Brinehorn","12","TC313","Ember Guard","ember","level_up"
"E157","Brinehorn","16","TC397","Ember Fang","ember","level_up"
"E157","Brinehorn","20","TC025","Ember Mirror","ember","level_up"
"E157","Brinehorn","25","TC109","Ember Song","ember","level_up"
"E157","Brinehorn","30","TC193","Ember Guard","ember","level_up"
"E157","Brinehorn","36","TC277","Ember Fang","ember","level_up"
"E157","Brinehorn","44","TC361","Ember Snap","ember","level_up"
"E157","Brinehorn","52","TC445","Ember Mirror","ember","level_up"
"E157","Brinehorn","62","TC073","Ember Guard","ember","level_up"
"E158","Mosswing","1","TC074","Tide Crash","tide","level_up"
"E158","Mosswing","4","TC158","Tide Bloom","tide","level_up"
"E158","Mosswing","8","TC242","Tide Surge","tide","level_up"
"E158","Mosswing","12","TC326","Tide Drift","tide","level_up"
"E158","Mosswing","16","TC410","Tide Blade","tide","level_up"
"E158","Mosswing","20","TC038","Tide Bloom","tide","level_up"
"E158","Mosswing","25","TC122","Tide Surge","tide","level_up"
"E158","Mosswing","30","TC206","Tide Drift","tide","level_up"
"E158","Mosswing","36","TC290","Tide Blade","tide","level_up"
"E158","Mosswing","44","TC374","Tide Crash","tide","level_up"
"E158","Mosswing","52","TC002","Tide Surge","tide","level_up"
"E158","Mosswing","62","TC086","Tide Drift","tide","level_up"
"E159","Copperjaw","1","TC087","Verdance Aegis","verdance","level_up"
"E159","Copperjaw","4","TC224","Metal Crash","metal","level_up"
"E159","Copperjaw","8","TC255","Verdance Thread","verdance","level_up"
"E159","Copperjaw","12","TC392","Metal Surge","metal","level_up"
"E159","Copperjaw","16","TC423","Verdance Veil","verdance","level_up"
"E159","Copperjaw","20","TC116","Metal Drift","metal","level_up"
"E159","Copperjaw","25","TC135","Verdance Thread","verdance","level_up"
"E159","Copperjaw","30","TC284","Metal Crash","metal","level_up"
"E159","Copperjaw","36","TC303","Verdance Veil","verdance","level_up"
"E159","Copperjaw","44","TC008","Metal Bloom","metal","level_up"
"E159","Copperjaw","52","TC015","Verdance Thread","verdance","level_up"
"E159","Copperjaw","62","TC176","Metal Drift","metal","level_up"
"E160","Echostag","1","TC100","Stone Lance","stone","level_up"
"E160","Echostag","4","TC184","Stone Spiral","stone","level_up"
"E160","Echostag","8","TC268","Stone Burst","stone","level_up"
"E160","Echostag","12","TC352","Stone Rift","stone","level_up"
"E160","Echostag","16","TC436","Stone Field","stone","level_up"
"E160","Echostag","20","TC064","Stone Spiral","stone","level_up"
"E160","Echostag","25","TC148","Stone Burst","stone","level_up"
"E160","Echostag","30","TC232","Stone Rift","stone","level_up"
"E160","Echostag","36","TC316","Stone Field","stone","level_up"
"E160","Echostag","44","TC400","Stone Lance","stone","level_up"
"E160","Echostag","52","TC028","Stone Burst","stone","level_up"
"E160","Echostag","62","TC112","Stone Rift","stone","level_up"
"E161","Ashkit","1","TC113","Gale Comet","gale","level_up"
"E161","Ashkit","4","TC197","Gale Mark","gale","level_up"
"E161","Ashkit","8","TC281","Gale Step","gale","level_up"
"E161","Ashkit","12","TC365","Gale Crown","gale","level_up"
"E161","Ashkit","16","TC449","Gale Orbit","gale","level_up"
"E161","Ashkit","20","TC077","Gale Mark","gale","level_up"
"E161","Ashkit","25","TC161","Gale Step","gale","level_up"
"E161","Ashkit","30","TC245","Gale Crown","gale","level_up"
"E161","Ashkit","36","TC329","Gale Orbit","gale","level_up"
"E161","Ashkit","44","TC413","Gale Comet","gale","level_up"
"E161","Ashkit","52","TC041","Gale Step","gale","level_up"
"E161","Ashkit","62","TC125","Gale Crown","gale","level_up"
"E162","Tidebloom","1","TC126","Spark Pulse","spark","level_up"
"E162","Tidebloom","4","TC263","Mind Comet","mind","level_up"
"E162","Tidebloom","8","TC294","Spark Bind","spark","level_up"
"E162","Tidebloom","12","TC431","Mind Step","mind","level_up"
"E162","Tidebloom","16","TC006","Spark Pulse","spark","level_up"
"E162","Tidebloom","20","TC155","Mind Crown","mind","level_up"
"E162","Tidebloom","25","TC174","Spark Bind","spark","level_up"
"E162","Tidebloom","30","TC323","Mind Comet","mind","level_up"
"E162","Tidebloom","36","TC342","Spark Howl","spark","level_up"
"E162","Tidebloom","44","TC047","Mind Mark","mind","level_up"
"E162","Tidebloom","52","TC054","Spark Bind","spark","level_up"
"E162","Tidebloom","62","TC215","Mind Crown","mind","level_up"
"E163","Galefin","1","TC187","Frost Fang","frost","level_up"
"E163","Galefin","4","TC271","Frost Snap","frost","level_up"
"E163","Galefin","8","TC355","Frost Mirror","frost","level_up"
"E163","Galefin","12","TC439","Frost Song","frost","level_up"
"E163","Galefin","16","TC079","Frost Song","frost","level_up"
"E163","Galefin","20","TC163","Frost Guard","frost","level_up"
"E163","Galefin","25","TC247","Frost Fang","frost","level_up"
"E163","Galefin","30","TC331","Frost Snap","frost","level_up"
"E163","Galefin","36","TC415","Frost Mirror","frost","level_up"
"E163","Galefin","44","TC055","Frost Mirror","frost","level_up"
"E163","Galefin","52","TC139","Frost Song","frost","level_up"
"E163","Galefin","62","TC223","Frost Guard","frost","level_up"
"E164","Ironquill","1","TC200","Metal Blade","metal","level_up"
"E164","Ironquill","4","TC284","Metal Crash","metal","level_up"
"E164","Ironquill","8","TC368","Metal Bloom","metal","level_up"
"E164","Ironquill","12","TC008","Metal Bloom","metal","level_up"
"E164","Ironquill","16","TC092","Metal Surge","metal","level_up"
"E164","Ironquill","20","TC176","Metal Drift","metal","level_up"
"E164","Ironquill","25","TC260","Metal Blade","metal","level_up"
"E164","Ironquill","30","TC344","Metal Crash","metal","level_up"
"E164","Ironquill","36","TC428","Metal Bloom","metal","level_up"
"E164","Ironquill","44","TC068","Metal Bloom","metal","level_up"
"E164","Ironquill","52","TC152","Metal Surge","metal","level_up"
"E164","Ironquill","62","TC236","Metal Drift","metal","level_up"
"E165","Rimepup","1","TC213","Shade Veil","shade","level_up"
"E165","Rimepup","4","TC242","Tide Surge","tide","level_up"
"E165","Rimepup","8","TC381","Shade Nova","shade","level_up"
"E165","Rimepup","12","TC410","Tide Blade","tide","level_up"
"E165","Rimepup","16","TC105","Shade Thread","shade","level_up"
"E165","Rimepup","20","TC122","Tide Surge","tide","level_up"
"E165","Rimepup","25","TC273","Shade Veil","shade","level_up"
"E165","Rimepup","30","TC290","Tide Blade","tide","level_up"
"E165","Rimepup","36","TC441","Shade Nova","shade","level_up"
"E165","Rimepup","44","TC002","Tide Surge","tide","level_up"
"E165","Rimepup","52","TC165","Shade Thread","shade","level_up"
"E165","Rimepup","62","TC170","Tide Blade","tide","level_up"
"E166","Mindflare","1","TC226","Radiant Field","radiant","level_up"
"E166","Mindflare","4","TC310","Radiant Lance","radiant","level_up"
"E166","Mindflare","8","TC394","Radiant Spiral","radiant","level_up"
"E166","Mindflare","12","TC034","Radiant Spiral","radiant","level_up"
"E166","Mindflare","16","TC118","Radiant Burst","radiant","level_up"
"E166","Mindflare","20","TC202","Radiant Rift","radiant","level_up"
"E166","Mindflare","25","TC286","Radiant Field","radiant","level_up"
"E166","Mindflare","30","TC370","Radiant Lance","radiant","level_up"
"E166","Mindflare","36","TC010","Radiant Lance","radiant","level_up"
"E166","Mindflare","44","TC094","Radiant Spiral","radiant","level_up"
"E166","Mindflare","52","TC178","Radiant Burst","radiant","level_up"
"E166","Mindflare","62","TC262","Radiant Rift","radiant","level_up"
"E167","Verdantjaw","1","TC239","Mind Orbit","mind","level_up"
"E167","Verdantjaw","4","TC323","Mind Comet","mind","level_up"
"E167","Verdantjaw","8","TC407","Mind Mark","mind","level_up"
"E167","Verdantjaw","12","TC047","Mind Mark","mind","level_up"
"E167","Verdantjaw","16","TC131","Mind Step","mind","level_up"
"E167","Verdantjaw","20","TC215","Mind Crown","mind","level_up"
"E167","Verdantjaw","25","TC299","Mind Orbit","mind","level_up"
"E167","Verdantjaw","30","TC383","Mind Comet","mind","level_up"
"E167","Verdantjaw","36","TC023","Mind Comet","mind","level_up"
"E167","Verdantjaw","44","TC107","Mind Mark","mind","level_up"
"E167","Verdantjaw","52","TC191","Mind Step","mind","level_up"
"E167","Verdantjaw","62","TC275","Mind Crown","mind","level_up"
"E168","Veyrwing","1","TC252","Echo Howl","echo","level_up"
"E168","Veyrwing","4","TC281","Gale Step","gale","level_up"
"E168","Veyrwing","8","TC420","Echo Needle","echo","level_up"
"E168","Veyrwing","12","TC449","Gale Orbit","gale","level_up"
"E168","Veyrwing","16","TC144","Echo Bind","echo","level_up"
"E168","Veyrwing","20","TC161","Gale Step","gale","level_up"
"E168","Veyrwing","25","TC312","Echo Howl","echo","level_up"
"E168","Veyrwing","30","TC329","Gale Orbit","gale","level_up"
"E168","Veyrwing","36","TC036","Echo Pulse","echo","level_up"
"E168","Veyrwing","44","TC041","Gale Step","gale","level_up"
"E168","Veyrwing","52","TC204","Echo Bind","echo","level_up"
"E168","Veyrwing","62","TC209","Gale Orbit","gale","level_up"
"E169","Sparkroot","1","TC205","Ember Mirror","ember","level_up"
"E169","Sparkroot","4","TC289","Ember Song","ember","level_up"
"E169","Sparkroot","8","TC373","Ember Guard","ember","level_up"
"E169","Sparkroot","12","TC001","Ember Snap","ember","level_up"
"E169","Sparkroot","16","TC085","Ember Mirror","ember","level_up"
"E169","Sparkroot","20","TC169","Ember Song","ember","level_up"
"E169","Sparkroot","25","TC253","Ember Guard","ember","level_up"
"E169","Sparkroot","30","TC337","Ember Fang","ember","level_up"
"E169","Sparkroot","36","TC421","Ember Snap","ember","level_up"
"E169","Sparkroot","44","TC049","Ember Song","ember","level_up"
"E169","Sparkroot","52","TC133","Ember Guard","ember","level_up"
"E169","Sparkroot","62","TC217","Ember Fang","ember","level_up"
"E170","Sootcrab","1","TC218","Tide Bloom","tide","level_up"
"E170","Sootcrab","4","TC302","Tide Surge","tide","level_up"
"E170","Sootcrab","8","TC386","Tide Drift","tide","level_up"
"E170","Sootcrab","12","TC014","Tide Crash","tide","level_up"
"E170","Sootcrab","16","TC098","Tide Bloom","tide","level_up"
"E170","Sootcrab","20","TC182","Tide Surge","tide","level_up"
"E170","Sootcrab","25","TC266","Tide Drift","tide","level_up"
"E170","Sootcrab","30","TC350","Tide Blade","tide","level_up"
"E170","Sootcrab","36","TC434","Tide Crash","tide","level_up"
"E170","Sootcrab","44","TC062","Tide Surge","tide","level_up"
"E170","Sootcrab","52","TC146","Tide Drift","tide","level_up"
"E170","Sootcrab","62","TC230","Tide Blade","tide","level_up"
"E171","Auramole","1","TC231","Verdance Nova","verdance","level_up"
"E171","Auramole","4","TC368","Metal Bloom","metal","level_up"
"E171","Auramole","8","TC399","Verdance Ward","verdance","level_up"
"E171","Auramole","12","TC092","Metal Surge","metal","level_up"
"E171","Auramole","16","TC111","Verdance Nova","verdance","level_up"
"E171","Auramole","20","TC260","Metal Blade","metal","level_up"
"E171","Auramole","25","TC279","Verdance Ward","verdance","level_up"
"E171","Auramole","30","TC428","Metal Bloom","metal","level_up"
"E171","Auramole","36","TC447","Verdance Aegis","verdance","level_up"
"E171","Auramole","44","TC152","Metal Surge","metal","level_up"
"E171","Auramole","52","TC159","Verdance Ward","verdance","level_up"
"E171","Auramole","62","TC320","Metal Blade","metal","level_up"
"E172","Shadehorn","1","TC244","Stone Spiral","stone","level_up"
"E172","Shadehorn","4","TC328","Stone Burst","stone","level_up"
"E172","Shadehorn","8","TC412","Stone Rift","stone","level_up"
"E172","Shadehorn","12","TC040","Stone Lance","stone","level_up"
"E172","Shadehorn","16","TC124","Stone Spiral","stone","level_up"
"E172","Shadehorn","20","TC208","Stone Burst","stone","level_up"
"E172","Shadehorn","25","TC292","Stone Rift","stone","level_up"
"E172","Shadehorn","30","TC376","Stone Field","stone","level_up"
"E172","Shadehorn","36","TC004","Stone Spiral","stone","level_up"
"E172","Shadehorn","44","TC088","Stone Burst","stone","level_up"
"E172","Shadehorn","52","TC172","Stone Rift","stone","level_up"
"E172","Shadehorn","62","TC256","Stone Field","stone","level_up"
"E173","Frostcoil","1","TC257","Gale Mark","gale","level_up"
"E173","Frostcoil","4","TC341","Gale Step","gale","level_up"
"E173","Frostcoil","8","TC425","Gale Crown","gale","level_up"
"E173","Frostcoil","12","TC053","Gale Comet","gale","level_up"
"E173","Frostcoil","16","TC137","Gale Mark","gale","level_up"
"E173","Frostcoil","20","TC221","Gale Step","gale","level_up"
"E173","Frostcoil","25","TC305","Gale Crown","gale","level_up"
"E173","Frostcoil","30","TC389","Gale Orbit","gale","level_up"
"E173","Frostcoil","36","TC017","Gale Mark","gale","level_up"
"E173","Frostcoil","44","TC101","Gale Step","gale","level_up"
"E173","Frostcoil","52","TC185","Gale Crown","gale","level_up"
"E173","Frostcoil","62","TC269","Gale Orbit","gale","level_up"
"E174","Bronzefawn","1","TC270","Spark Needle","spark","level_up"
"E174","Bronzefawn","4","TC407","Mind Mark","mind","level_up"
"E174","Bronzefawn","8","TC438","Spark Rush","spark","level_up"
"E174","Bronzefawn","12","TC131","Mind Step","mind","level_up"
"E174","Bronzefawn","16","TC150","Spark Needle","spark","level_up"
"E174","Bronzefawn","20","TC299","Mind Orbit","mind","level_up"
"E174","Bronzefawn","25","TC318","Spark Rush","spark","level_up"
"E174","Bronzefawn","30","TC023","Mind Comet","mind","level_up"
"E174","Bronzefawn","36","TC030","Spark Needle","spark","level_up"
"E174","Bronzefawn","44","TC191","Mind Step","mind","level_up"
"E174","Bronzefawn","52","TC198","Spark Rush","spark","level_up"
"E174","Bronzefawn","62","TC359","Mind Orbit","mind","level_up"
"E175","Reedmoth","1","TC331","Frost Snap","frost","level_up"
"E175","Reedmoth","4","TC415","Frost Mirror","frost","level_up"
"E175","Reedmoth","8","TC055","Frost Mirror","frost","level_up"
"E175","Reedmoth","12","TC139","Frost Song","frost","level_up"
"E175","Reedmoth","16","TC223","Frost Guard","frost","level_up"
"E175","Reedmoth","20","TC307","Frost Fang","frost","level_up"
"E175","Reedmoth","25","TC391","Frost Snap","frost","level_up"
"E175","Reedmoth","30","TC031","Frost Snap","frost","level_up"
"E175","Reedmoth","36","TC115","Frost Mirror","frost","level_up"
"E175","Reedmoth","44","TC199","Frost Song","frost","level_up"
"E175","Reedmoth","52","TC283","Frost Guard","frost","level_up"
"E175","Reedmoth","62","TC367","Frost Fang","frost","level_up"
"E176","Nulljaw","1","TC344","Metal Crash","metal","level_up"
"E176","Nulljaw","4","TC428","Metal Bloom","metal","level_up"
"E176","Nulljaw","8","TC068","Metal Bloom","metal","level_up"
"E176","Nulljaw","12","TC152","Metal Surge","metal","level_up"
"E176","Nulljaw","16","TC236","Metal Drift","metal","level_up"
"E176","Nulljaw","20","TC320","Metal Blade","metal","level_up"
"E176","Nulljaw","25","TC404","Metal Crash","metal","level_up"
"E176","Nulljaw","30","TC044","Metal Crash","metal","level_up"
"E176","Nulljaw","36","TC128","Metal Bloom","metal","level_up"
"E176","Nulljaw","44","TC212","Metal Surge","metal","level_up"
"E176","Nulljaw","52","TC296","Metal Drift","metal","level_up"
"E176","Nulljaw","62","TC380","Metal Blade","metal","level_up"
"E177","Emberfin","1","TC357","Shade Aegis","shade","level_up"
"E177","Emberfin","4","TC386","Tide Drift","tide","level_up"
"E177","Emberfin","8","TC081","Shade Nova","shade","level_up"
"E177","Emberfin","12","TC098","Tide Bloom","tide","level_up"
"E177","Emberfin","16","TC249","Shade Ward","shade","level_up"
"E177","Emberfin","20","TC266","Tide Drift","tide","level_up"
"E177","Emberfin","25","TC417","Shade Aegis","shade","level_up"
"E177","Emberfin","30","TC434","Tide Crash","tide","level_up"
"E177","Emberfin","36","TC141","Shade Nova","shade","level_up"
"E177","Emberfin","44","TC146","Tide Drift","tide","level_up"
"E177","Emberfin","52","TC309","Shade Ward","shade","level_up"
"E177","Emberfin","62","TC314","Tide Crash","tide","level_up"
"E178","Stonebuck","1","TC370","Radiant Lance","radiant","level_up"
"E178","Stonebuck","4","TC010","Radiant Lance","radiant","level_up"
"E178","Stonebuck","8","TC094","Radiant Spiral","radiant","level_up"
"E178","Stonebuck","12","TC178","Radiant Burst","radiant","level_up"
"E178","Stonebuck","16","TC262","Radiant Rift","radiant","level_up"
"E178","Stonebuck","20","TC346","Radiant Field","radiant","level_up"
"E178","Stonebuck","25","TC430","Radiant Lance","radiant","level_up"
"E178","Stonebuck","30","TC070","Radiant Lance","radiant","level_up"
"E178","Stonebuck","36","TC154","Radiant Spiral","radiant","level_up"
"E178","Stonebuck","44","TC238","Radiant Burst","radiant","level_up"
"E178","Stonebuck","52","TC322","Radiant Rift","radiant","level_up"
"E178","Stonebuck","62","TC406","Radiant Field","radiant","level_up"
"E179","Lumenshell","1","TC383","Mind Comet","mind","level_up"
"E179","Lumenshell","4","TC023","Mind Comet","mind","level_up"
"E179","Lumenshell","8","TC107","Mind Mark","mind","level_up"
"E179","Lumenshell","12","TC191","Mind Step","mind","level_up"
"E179","Lumenshell","16","TC275","Mind Crown","mind","level_up"
"E179","Lumenshell","20","TC359","Mind Orbit","mind","level_up"
"E179","Lumenshell","25","TC443","Mind Comet","mind","level_up"
"E179","Lumenshell","30","TC083","Mind Comet","mind","level_up"
"E179","Lumenshell","36","TC167","Mind Mark","mind","level_up"
"E179","Lumenshell","44","TC251","Mind Step","mind","level_up"
"E179","Lumenshell","52","TC335","Mind Crown","mind","level_up"
"E179","Lumenshell","62","TC419","Mind Orbit","mind","level_up"
"E180","Galemant","1","TC396","Echo Pulse","echo","level_up"
"E180","Galemant","4","TC425","Gale Crown","gale","level_up"
"E180","Galemant","8","TC120","Echo Needle","echo","level_up"
"E180","Galemant","12","TC137","Gale Mark","gale","level_up"
"E180","Galemant","16","TC288","Echo Rush","echo","level_up"
"E180","Galemant","20","TC305","Gale Crown","gale","level_up"
"E180","Galemant","25","TC012","Echo Howl","echo","level_up"
"E180","Galemant","30","TC017","Gale Mark","gale","level_up"
"E180","Galemant","36","TC180","Echo Needle","echo","level_up"
"E180","Galemant","44","TC185","Gale Crown","gale","level_up"
"E180","Galemant","52","TC348","Echo Rush","echo","level_up"
"E180","Galemant","62","TC353","Gale Comet","gale","level_up"
"E181","Mirequill","1","TC349","Ember Song","ember","level_up"
"E181","Mirequill","4","TC433","Ember Guard","ember","level_up"
"E181","Mirequill","8","TC061","Ember Snap","ember","level_up"
"E181","Mirequill","12","TC145","Ember Mirror","ember","level_up"
"E181","Mirequill","16","TC229","Ember Song","ember","level_up"
"E181","Mirequill","20","TC313","Ember Guard","ember","level_up"
"E181","Mirequill","25","TC397","Ember Fang","ember","level_up"
"E181","Mirequill","30","TC025","Ember Mirror","ember","level_up"
"E181","Mirequill","36","TC109","Ember Song","ember","level_up"
"E181","Mirequill","44","TC193","Ember Guard","ember","level_up"
"E181","Mirequill","52","TC277","Ember Fang","ember","level_up"
"E181","Mirequill","62","TC361","Ember Snap","ember","level_up"
"E182","Volthare","1","TC362","Tide Surge","tide","level_up"
"E182","Volthare","4","TC446","Tide Drift","tide","level_up"
"E182","Volthare","8","TC074","Tide Crash","tide","level_up"
"E182","Volthare","12","TC158","Tide Bloom","tide","level_up"
"E182","Volthare","16","TC242","Tide Surge","tide","level_up"
"E182","Volthare","20","TC326","Tide Drift","tide","level_up"
"E182","Volthare","25","TC410","Tide Blade","tide","level_up"
"E182","Volthare","30","TC038","Tide Bloom","tide","level_up"
"E182","Volthare","36","TC122","Tide Surge","tide","level_up"
"E182","Volthare","44","TC206","Tide Drift","tide","level_up"
"E182","Volthare","52","TC290","Tide Blade","tide","level_up"
"E182","Volthare","62","TC374","Tide Crash","tide","level_up"
"E183","Mindbeak","1","TC375","Verdance Thread","verdance","level_up"
"E183","Mindbeak","4","TC068","Metal Bloom","metal","level_up"
"E183","Mindbeak","8","TC087","Verdance Aegis","verdance","level_up"
"E183","Mindbeak","12","TC236","Metal Drift","metal","level_up"
"E183","Mindbeak","16","TC255","Verdance Thread","verdance","level_up"
"E183","Mindbeak","20","TC404","Metal Crash","metal","level_up"
"E183","Mindbeak","25","TC423","Verdance Veil","verdance","level_up"
"E183","Mindbeak","30","TC128","Metal Bloom","metal","level_up"
"E183","Mindbeak","36","TC135","Verdance Thread","verdance","level_up"
"E183","Mindbeak","44","TC296","Metal Drift","metal","level_up"
"E183","Mindbeak","52","TC303","Verdance Veil","verdance","level_up"
"E183","Mindbeak","62","TC020","Metal Blade","metal","level_up"
"E184","Thornkit","1","TC388","Stone Burst","stone","level_up"
"E184","Thornkit","4","TC016","Stone Field","stone","level_up"
"E184","Thornkit","8","TC100","Stone Lance","stone","level_up"
"E184","Thornkit","12","TC184","Stone Spiral","stone","level_up"
"E184","Thornkit","16","TC268","Stone Burst","stone","level_up"
"E184","Thornkit","20","TC352","Stone Rift","stone","level_up"
"E184","Thornkit","25","TC436","Stone Field","stone","level_up"
"E184","Thornkit","30","TC064","Stone Spiral","stone","level_up"
"E184","Thornkit","36","TC148","Stone Burst","stone","level_up"
"E184","Thornkit","44","TC232","Stone Rift","stone","level_up"
"E184","Thornkit","52","TC316","Stone Field","stone","level_up"
"E184","Thornkit","62","TC400","Stone Lance","stone","level_up"
"E185","Ashglass","1","TC401","Gale Step","gale","level_up"
"E185","Ashglass","4","TC029","Gale Orbit","gale","level_up"
"E185","Ashglass","8","TC113","Gale Comet","gale","level_up"
"E185","Ashglass","12","TC197","Gale Mark","gale","level_up"
"E185","Ashglass","16","TC281","Gale Step","gale","level_up"
"E185","Ashglass","20","TC365","Gale Crown","gale","level_up"
"E185","Ashglass","25","TC449","Gale Orbit","gale","level_up"
"E185","Ashglass","30","TC077","Gale Mark","gale","level_up"
"E185","Ashglass","36","TC161","Gale Step","gale","level_up"
"E185","Ashglass","44","TC245","Gale Crown","gale","level_up"
"E185","Ashglass","52","TC329","Gale Orbit","gale","level_up"
"E185","Ashglass","62","TC413","Gale Comet","gale","level_up"
"E186","Tidevole","1","TC414","Spark Bind","spark","level_up"
"E186","Tidevole","4","TC107","Mind Mark","mind","level_up"
"E186","Tidevole","8","TC126","Spark Pulse","spark","level_up"
"E186","Tidevole","12","TC275","Mind Crown","mind","level_up"
"E186","Tidevole","16","TC294","Spark Bind","spark","level_up"
"E186","Tidevole","20","TC443","Mind Comet","mind","level_up"
"E186","Tidevole","25","TC006","Spark Pulse","spark","level_up"
"E186","Tidevole","30","TC167","Mind Mark","mind","level_up"
"E186","Tidevole","36","TC174","Spark Bind","spark","level_up"
"E186","Tidevole","44","TC335","Mind Crown","mind","level_up"
"E186","Tidevole","52","TC342","Spark Howl","spark","level_up"
"E186","Tidevole","62","TC059","Mind Orbit","mind","level_up"
"E187","Frostroot","1","TC031","Frost Snap","frost","level_up"
"E187","Frostroot","4","TC115","Frost Mirror","frost","level_up"
"E187","Frostroot","8","TC199","Frost Song","frost","level_up"
"E187","Frostroot","12","TC283","Frost Guard","frost","level_up"
"E187","Frostroot","16","TC367","Frost Fang","frost","level_up"
"E187","Frostroot","20","TC007","Frost Fang","frost","level_up"
"E187","Frostroot","25","TC091","Frost Snap","frost","level_up"
"E187","Frostroot","30","TC175","Frost Mirror","frost","level_up"
"E187","Frostroot","36","TC259","Frost Song","frost","level_up"
"E187","Frostroot","44","TC343","Frost Guard","frost","level_up"
"E187","Frostroot","52","TC427","Frost Fang","frost","level_up"
"E187","Frostroot","62","TC067","Frost Fang","frost","level_up"
"E188","Ironstag","1","TC044","Metal Crash","metal","level_up"
"E188","Ironstag","4","TC128","Metal Bloom","metal","level_up"
"E188","Ironstag","8","TC212","Metal Surge","metal","level_up"
"E188","Ironstag","12","TC296","Metal Drift","metal","level_up"
"E188","Ironstag","16","TC380","Metal Blade","metal","level_up"
"E188","Ironstag","20","TC020","Metal Blade","metal","level_up"
"E188","Ironstag","25","TC104","Metal Crash","metal","level_up"
"E188","Ironstag","30","TC188","Metal Bloom","metal","level_up"
"E188","Ironstag","36","TC272","Metal Surge","metal","level_up"
"E188","Ironstag","44","TC356","Metal Drift","metal","level_up"
"E188","Ironstag","52","TC440","Metal Blade","metal","level_up"
"E188","Ironstag","62","TC080","Metal Blade","metal","level_up"
"E189","Echomole","1","TC057","Shade Aegis","shade","level_up"
"E189","Echomole","4","TC074","Tide Crash","tide","level_up"
"E189","Echomole","8","TC225","Shade Thread","shade","level_up"
"E189","Echomole","12","TC242","Tide Surge","tide","level_up"
"E189","Echomole","16","TC393","Shade Veil","shade","level_up"
"E189","Echomole","20","TC410","Tide Blade","tide","level_up"
"E189","Echomole","25","TC117","Shade Aegis","shade","level_up"
"E189","Echomole","30","TC122","Tide Surge","tide","level_up"
"E189","Echomole","36","TC285","Shade Thread","shade","level_up"
"E189","Echomole","44","TC290","Tide Blade","tide","level_up"
"E189","Echomole","52","TC009","Shade Ward","shade","level_up"
"E189","Echomole","62","TC002","Tide Surge","tide","level_up"
"E190","Sablefin","1","TC070","Radiant Lance","radiant","level_up"
"E190","Sablefin","4","TC154","Radiant Spiral","radiant","level_up"
"E190","Sablefin","8","TC238","Radiant Burst","radiant","level_up"
"E190","Sablefin","12","TC322","Radiant Rift","radiant","level_up"
"E190","Sablefin","16","TC406","Radiant Field","radiant","level_up"
"E190","Sablefin","20","TC046","Radiant Field","radiant","level_up"
"E190","Sablefin","25","TC130","Radiant Lance","radiant","level_up"
"E190","Sablefin","30","TC214","Radiant Spiral","radiant","level_up"
"E190","Sablefin","36","TC298","Radiant Burst","radiant","level_up"
"E190","Sablefin","44","TC382","Radiant Rift","radiant","level_up"
"E190","Sablefin","52","TC022","Radiant Rift","radiant","level_up"
"E190","Sablefin","62","TC106","Radiant Field","radiant","level_up"
"E191","Prismjaw","1","TC083","Mind Comet","mind","level_up"
"E191","Prismjaw","4","TC167","Mind Mark","mind","level_up"
"E191","Prismjaw","8","TC251","Mind Step","mind","level_up"
"E191","Prismjaw","12","TC335","Mind Crown","mind","level_up"
"E191","Prismjaw","16","TC419","Mind Orbit","mind","level_up"
"E191","Prismjaw","20","TC059","Mind Orbit","mind","level_up"
"E191","Prismjaw","25","TC143","Mind Comet","mind","level_up"
"E191","Prismjaw","30","TC227","Mind Mark","mind","level_up"
"E191","Prismjaw","36","TC311","Mind Step","mind","level_up"
"E191","Prismjaw","44","TC395","Mind Crown","mind","level_up"
"E191","Prismjaw","52","TC035","Mind Crown","mind","level_up"
"E191","Prismjaw","62","TC119","Mind Orbit","mind","level_up"
"E192","Verdantwing","1","TC096","Echo Pulse","echo","level_up"
"E192","Verdantwing","4","TC113","Gale Comet","gale","level_up"
"E192","Verdantwing","8","TC264","Echo Bind","echo","level_up"
"E192","Verdantwing","12","TC281","Gale Step","gale","level_up"
