"npc_id","npc_name","world_role","placed_in_world","team_size","level_policy","base_level","can_scale_to_player","species_1","species_2","species_3","species_4","species_5","species_6","contains_legendary","held_item_tier","ai_tier"
"NPC1092","Zale Reed","simulation_matrix_pool","false","4","story_plus_party_scaled","37","true","E106","E135","E164","E193","","","false","standard","normal"
"NPC1093","Ari Esh","simulation_matrix_pool","false","4","story_plus_party_scaled","41","true","E126","E155","E184","E213","","","false","standard","normal"
"NPC1094","Bela Rusk","simulation_matrix_pool","false","4","story_plus_party_scaled","45","true","E146","E175","E204","E233","","","false","standard","normal"
"NPC1095","Cato Voss","simulation_matrix_pool","false","4","story_plus_party_scaled","49","true","E166","E195","E224","E253","","","false","standard","smart"
"NPC1096","Dena Rook","simulation_matrix_pool","false","4","story_plus_party_scaled","45","true","E186","E215","E244","E273","","","false","standard","smart"
"NPC1097","Eron Fenn","simulation_matrix_pool","false","4","story_plus_party_scaled","49","true","E206","E235","E264","E008","","","false","standard","smart"
"NPC1098","Fia Wren","simulation_matrix_pool","false","5","story_plus_party_scaled","53","true","E226","E255","E284","E028","E057","","false","standard","smart"
"NPC1099","Garr Pell","simulation_matrix_pool","false","5","story_plus_party_scaled","57","true","E246","E275","E019","E048","E077","","false","standard","smart"
"NPC1100","Hale Thane","simulation_matrix_pool","false","5","story_plus_party_scaled","61","true","E266","E010","E039","E068","E097","","false","standard","smart"
"NPC1101","Ira Silt","simulation_matrix_pool","false","5","story_plus_party_scaled","65","true","E001","E030","E059","E088","E117","","false","standard","smart"
"NPC1102","Juno Keir","simulation_matrix_pool","false","5","story_plus_party_scaled","69","true","E021","E050","E079","E108","E137","","false","standard","smart"
"NPC1103","Kira Noct","simulation_matrix_pool","false","5","story_plus_party_scaled","73","true","E041","E070","E099","E128","E157","","false","standard","smart"
"NPC1104","Lio Arc","simulation_matrix_pool","false","5","story_plus_party_scaled","69","true","E061","E090","E119","E148","E177","","false","standard","smart"
"NPC1105","Mira Holt","simulation_matrix_pool","false","6","story_plus_party_scaled","73","true","E081","E110","E139","E168","E197","E226","false","advanced","expert"
"NPC1106","Nox Sol","simulation_matrix_pool","false","6","story_plus_party_scaled","77","true","E101","E130","E159","E188","E217","E246","false","advanced","expert"
"NPC1107","Oren Maren","simulation_matrix_pool","false","6","story_plus_party_scaled","81","true","E121","E150","E179","E208","E237","E266","false","advanced","expert"
"NPC1108","Pax Tor","simulation_matrix_pool","false","6","story_plus_party_scaled","85","true","E141","E170","E199","E228","E257","E001","false","advanced","expert"
"NPC1109","Quin Vale","simulation_matrix_pool","false","6","story_plus_party_scaled","89","true","E161","E190","E219","E248","E277","E021","false","advanced","expert"
"NPC1110","Rhea Quill","simulation_matrix_pool","false","6","story_plus_party_scaled","93","true","E181","E210","E239","E268","E012","E041","false","advanced","expert"
"NPC1111","Senn Nox","simulation_matrix_pool","false","2","story_plus_party_scaled","7","false","E096","E125","","","","","false","none","basic"
"NPC1112","Talia Reed","simulation_matrix_pool","false","2","story_plus_party_scaled","3","false","E116","E145","","","","","false","none","basic"
"NPC1113","Uma Esh","simulation_matrix_pool","false","2","story_plus_party_scaled","7","false","E136","E165","","","","","false","none","basic"
"NPC1114","Venn Rusk","simulation_matrix_pool","false","3","story_plus_party_scaled","11","false","E156","E185","E214","","","","false","none","basic"
"NPC1115","Wren Voss","simulation_matrix_pool","false","3","story_plus_party_scaled","15","false","E176","E205","E234","","","","false","none","basic"
"NPC1116","Xara Rook","simulation_matrix_pool","false","3","story_plus_party_scaled","19","false","E196","E225","E254","","","","false","none","normal"
"NPC1117","Yven Fenn","simulation_matrix_pool","false","3","story_plus_party_scaled","23","false","E216","E245","E274","","","","false","none","normal"
"NPC1118","Zale Wren","simulation_matrix_pool","false","3","story_plus_party_scaled","27","false","E236","E265","E009","","","","false","none","normal"
"NPC1119","Ari Pell","simulation_matrix_pool","false","3","story_plus_party_scaled","31","false","E256","E285","E029","","","","false","none","normal"
"NPC1120","Bela Thane","simulation_matrix_pool","false","4","story_plus_party_scaled","27","true","E276","E020","E049","E078","","","false","none","normal"
"NPC1121","Cato Silt","simulation_matrix_pool","false","4","story_plus_party_scaled","31","true","E011","E040","E069","E098","","","false","none","normal"
"NPC1122","Dena Keir","simulation_matrix_pool","false","4","story_plus_party_scaled","35","true","E031","E060","E089","E118","","","false","standard","normal"
"NPC1123","Eron Noct","simulation_matrix_pool","false","4","story_plus_party_scaled","39","true","E051","E080","E109","E138","","","false","standard","normal"
"NPC1124","Fia Arc","simulation_matrix_pool","false","4","story_plus_party_scaled","43","true","E071","E100","E129","E158","","","false","standard","normal"
"NPC1125","Garr Holt","simulation_matrix_pool","false","4","story_plus_party_scaled","47","true","E091","E120","E149","E178","","","false","standard","smart"
"NPC1126","Hale Sol","simulation_matrix_pool","false","4","story_plus_party_scaled","51","true","E111","E140","E169","E198","","","false","standard","smart"
"NPC1127","Ira Maren","simulation_matrix_pool","false","4","story_plus_party_scaled","55","true","E131","E160","E189","E218","","","false","standard","smart"
"NPC1128","Juno Tor","simulation_matrix_pool","false","5","story_plus_party_scaled","51","true","E151","E180","E209","E238","E267","","false","standard","smart"
"NPC1129","Kira Vale","simulation_matrix_pool","false","5","story_plus_party_scaled","55","true","E171","E200","E229","E258","E002","","false","standard","smart"
"NPC1130","Lio Quill","simulation_matrix_pool","false","5","story_plus_party_scaled","59","true","E191","E220","E249","E278","E022","","false","standard","smart"
"NPC1131","Mira Nox","simulation_matrix_pool","false","5","story_plus_party_scaled","63","true","E211","E240","E269","E013","E042","","false","standard","smart"
"NPC1132","Nox Reed","simulation_matrix_pool","false","5","story_plus_party_scaled","67","true","E231","E260","E004","E033","E062","","false","standard","smart"
"NPC1133","Oren Esh","simulation_matrix_pool","false","5","story_plus_party_scaled","71","true","E251","E280","E024","E053","E082","","false","standard","smart"
"NPC1134","Pax Rusk","simulation_matrix_pool","false","5","story_plus_party_scaled","75","true","E271","E015","E044","E073","E102","","false","standard","smart"
"NPC1135","Quin Voss","simulation_matrix_pool","false","6","story_plus_party_scaled","79","true","E006","E035","E064","E093","E122","E151","false","advanced","expert"
"NPC1136","Rhea Rook","simulation_matrix_pool","false","6","story_plus_party_scaled","75","true","E026","E055","E084","E113","E142","E171","false","advanced","expert"
"NPC1137","Senn Fenn","simulation_matrix_pool","false","6","story_plus_party_scaled","79","true","E046","E075","E104","E133","E162","E191","false","advanced","expert"
"NPC1138","Talia Wren","simulation_matrix_pool","false","6","story_plus_party_scaled","83","true","E066","E095","E124","E153","E182","E211","false","advanced","expert"
"NPC1139","Uma Pell","simulation_matrix_pool","false","6","story_plus_party_scaled","87","true","E086","E115","E144","E173","E202","E231","false","advanced","expert"
"NPC1140","Venn Thane","simulation_matrix_pool","false","6","story_plus_party_scaled","91","true","E106","E135","E164","E193","E222","E251","false","advanced","expert"
"NPC1141","Wren Silt","simulation_matrix_pool","false","2","story_plus_party_scaled","5","false","E021","E050","","","","","false","none","basic"
"NPC1142","Xara Keir","simulation_matrix_pool","false","2","story_plus_party_scaled","9","false","E041","E070","","","","","false","none","basic"
"NPC1143","Yven Noct","simulation_matrix_pool","false","2","story_plus_party_scaled","13","false","E061","E090","","","","","false","none","basic"
"NPC1144","Zale Arc","simulation_matrix_pool","false","3","story_plus_party_scaled","9","false","E081","E110","E139","","","","false","none","basic"
"NPC1145","Ari Holt","simulation_matrix_pool","false","3","story_plus_party_scaled","13","false","E101","E130","E159","","","","false","none","basic"
"NPC1146","Bela Sol","simulation_matrix_pool","false","3","story_plus_party_scaled","17","false","E121","E150","E179","","","","false","none","normal"
"NPC1147","Cato Maren","simulation_matrix_pool","false","3","story_plus_party_scaled","21","false","E141","E170","E199","","","","false","none","normal"
"NPC1148","Dena Tor","simulation_matrix_pool","false","3","story_plus_party_scaled","25","false","E161","E190","E219","","","","false","none","normal"
"NPC1149","Eron Vale","simulation_matrix_pool","false","3","story_plus_party_scaled","29","false","E181","E210","E239","","","","false","none","normal"
"NPC1150","Fia Quill","simulation_matrix_pool","false","4","story_plus_party_scaled","33","true","E201","E230","E259","E003","","","false","none","normal"
"NPC1151","Garr Nox","simulation_matrix_pool","false","4","story_plus_party_scaled","37","true","E221","E250","E279","E023","","","false","none","normal"
"NPC1152","Hale Reed","simulation_matrix_pool","false","4","story_plus_party_scaled","33","true","E241","E270","E014","E043","","","false","standard","normal"
"NPC1153","Ira Esh","simulation_matrix_pool","false","4","story_plus_party_scaled","37","true","E261","E005","E034","E063","","","false","standard","normal"
"NPC1154","Juno Rusk","simulation_matrix_pool","false","4","story_plus_party_scaled","41","true","E281","E025","E054","E083","","","false","standard","normal"
"NPC1155","Kira Voss","simulation_matrix_pool","false","4","story_plus_party_scaled","45","true","E016","E045","E074","E103","","","false","standard","smart"
"NPC1156","Lio Rook","simulation_matrix_pool","false","4","story_plus_party_scaled","49","true","E036","E065","E094","E123","","","false","standard","smart"
"NPC1157","Mira Fenn","simulation_matrix_pool","false","4","story_plus_party_scaled","53","true","E056","E085","E114","E143","","","false","standard","smart"
"NPC1158","Nox Wren","simulation_matrix_pool","false","5","story_plus_party_scaled","57","true","E076","E105","E134","E163","E192","","false","standard","smart"
"NPC1159","Oren Pell","simulation_matrix_pool","false","5","story_plus_party_scaled","61","true","E096","E125","E154","E183","E212","","false","standard","smart"
"NPC1160","Pax Thane","simulation_matrix_pool","false","5","story_plus_party_scaled","57","true","E116","E145","E174","E203","E232","","false","standard","smart"
"NPC1161","Quin Silt","simulation_matrix_pool","false","5","story_plus_party_scaled","61","true","E136","E165","E194","E223","E252","","false","standard","smart"
"NPC1162","Rhea Keir","simulation_matrix_pool","false","5","story_plus_party_scaled","65","true","E156","E185","E214","E243","E272","","false","standard","smart"
"NPC1163","Senn Noct","simulation_matrix_pool","false","5","story_plus_party_scaled","69","true","E176","E205","E234","E263","E007","","false","standard","smart"
"NPC1164","Talia Arc","simulation_matrix_pool","false","5","story_plus_party_scaled","73","true","E196","E225","E254","E283","E027","","false","standard","smart"
"NPC1165","Uma Holt","simulation_matrix_pool","false","6","story_plus_party_scaled","77","true","E216","E245","E274","E018","E047","E076","false","advanced","expert"
"NPC1166","Venn Sol","simulation_matrix_pool","false","6","story_plus_party_scaled","81","true","E236","E265","E009","E038","E067","E096","false","advanced","expert"
"NPC1167","Wren Maren","simulation_matrix_pool","false","6","story_plus_party_scaled","85","true","E256","E285","E029","E058","E087","E116","false","advanced","expert"
"NPC1168","Xara Tor","simulation_matrix_pool","false","6","story_plus_party_scaled","81","true","E276","E020","E049","E078","E107","E136","false","advanced","expert"
"NPC1169","Yven Vale","simulation_matrix_pool","false","6","story_plus_party_scaled","85","true","E011","E040","E069","E098","E127","E156","false","advanced","expert"
"NPC1170","Zale Quill","simulation_matrix_pool","false","6","story_plus_party_scaled","89","true","E031","E060","E089","E118","E147","E176","false","advanced","expert"
"NPC1171","Ari Nox","simulation_matrix_pool","false","2","story_plus_party_scaled","3","false","E231","E260","","","","","false","none","basic"
"NPC1172","Bela Reed","simulation_matrix_pool","false","2","story_plus_party_scaled","7","false","E251","E280","","","","","false","none","basic"
"NPC1173","Cato Esh","simulation_matrix_pool","false","2","story_plus_party_scaled","11","false","E271","E015","","","","","false","none","basic"
"NPC1174","Dena Rusk","simulation_matrix_pool","false","3","story_plus_party_scaled","15","false","E006","E035","E064","","","","false","none","basic"
"NPC1175","Eron Voss","simulation_matrix_pool","false","3","story_plus_party_scaled","19","false","E026","E055","E084","","","","false","none","basic"
"NPC1176","Fia Rook","simulation_matrix_pool","false","3","story_plus_party_scaled","15","false","E046","E075","E104","","","","false","none","normal"
"NPC1177","Garr Fenn","simulation_matrix_pool","false","3","story_plus_party_scaled","19","false","E066","E095","E124","","","","false","none","normal"
"NPC1178","Hale Wren","simulation_matrix_pool","false","3","story_plus_party_scaled","23","false","E086","E115","E144","","","","false","none","normal"
"NPC1179","Ira Pell","simulation_matrix_pool","false","3","story_plus_party_scaled","27","false","E106","E135","E164","","","","false","none","normal"
"NPC1180","Juno Thane","simulation_matrix_pool","false","4","story_plus_party_scaled","31","true","E126","E155","E184","E213","","","false","none","normal"
"NPC1181","Kira Silt","simulation_matrix_pool","false","4","story_plus_party_scaled","35","true","E146","E175","E204","E233","","","false","none","normal"
"NPC1182","Lio Keir","simulation_matrix_pool","false","4","story_plus_party_scaled","39","true","E166","E195","E224","E253","","","false","standard","normal"
"NPC1183","Mira Noct","simulation_matrix_pool","false","4","story_plus_party_scaled","43","true","E186","E215","E244","E273","","","false","standard","normal"
"NPC1184","Nox Arc","simulation_matrix_pool","false","4","story_plus_party_scaled","39","true","E206","E235","E264","E008","","","false","standard","normal"
"NPC1185","Oren Holt","simulation_matrix_pool","false","4","story_plus_party_scaled","43","true","E226","E255","E284","E028","","","false","standard","smart"
"NPC1186","Pax Sol","simulation_matrix_pool","false","4","story_plus_party_scaled","47","true","E246","E275","E019","E048","","","false","standard","smart"
"NPC1187","Quin Maren","simulation_matrix_pool","false","4","story_plus_party_scaled","51","true","E266","E010","E039","E068","","","false","standard","smart"
"NPC1188","Rhea Tor","simulation_matrix_pool","false","5","story_plus_party_scaled","55","true","E001","E030","E059","E088","E117","","false","standard","smart"
"NPC1189","Senn Vale","simulation_matrix_pool","false","5","story_plus_party_scaled","59","true","E021","E050","E079","E108","E137","","false","standard","smart"
"NPC1190","Talia Quill","simulation_matrix_pool","false","5","story_plus_party_scaled","63","true","E041","E070","E099","E128","E157","","false","standard","smart"
"NPC1191","Uma Nox","simulation_matrix_pool","false","5","story_plus_party_scaled","67","true","E061","E090","E119","E148","E177","","false","standard","smart"
"NPC1192","Venn Reed","simulation_matrix_pool","false","5","story_plus_party_scaled","63","true","E081","E110","E139","E168","E197","","false","standard","smart"
"NPC1193","Wren Esh","simulation_matrix_pool","false","5","story_plus_party_scaled","67","true","E101","E130","E159","E188","E217","","false","standard","smart"
"NPC1194","Xara Rusk","simulation_matrix_pool","false","5","story_plus_party_scaled","71","true","E121","E150","E179","E208","E237","","false","standard","smart"
"NPC1195","Yven Voss","simulation_matrix_pool","false","6","story_plus_party_scaled","75","true","E141","E170","E199","E228","E257","E001","false","advanced","expert"
"NPC1196","Zale Rook","simulation_matrix_pool","false","6","story_plus_party_scaled","79","true","E161","E190","E219","E248","E277","E021","false","advanced","expert"
"NPC1197","Ari Fenn","simulation_matrix_pool","false","6","story_plus_party_scaled","83","true","E181","E210","E239","E268","E012","E041","false","advanced","expert"
"NPC1198","Bela Wren","simulation_matrix_pool","false","6","story_plus_party_scaled","87","true","E201","E230","E259","E003","E032","E061","false","advanced","expert"
"NPC1199","Cato Pell","simulation_matrix_pool","false","6","story_plus_party_scaled","91","true","E221","E250","E279","E023","E052","E081","false","advanced","expert"
"NPC1200","Dena Thane","simulation_matrix_pool","false","6","story_plus_party_scaled","87","true","E241","E270","E014","E043","E072","E101","false","advanced","expert"
"NPC1201","Eron Silt","simulation_matrix_pool","false","2","story_plus_party_scaled","3","false","E156","E185","","","","","false","none","basic"
"NPC1202","Fia Keir","simulation_matrix_pool","false","2","story_plus_party_scaled","5","false","E176","E205","","","","","false","none","basic"
"NPC1203","Garr Noct","simulation_matrix_pool","false","2","story_plus_party_scaled","9","false","E196","E225","","","","","false","none","basic"
"NPC1204","Hale Arc","simulation_matrix_pool","false","3","story_plus_party_scaled","13","false","E216","E245","E274","","","","false","none","basic"
"NPC1205","Ira Holt","simulation_matrix_pool","false","3","story_plus_party_scaled","17","false","E236","E265","E009","","","","false","none","basic"
"NPC1206","Juno Sol","simulation_matrix_pool","false","3","story_plus_party_scaled","21","false","E256","E285","E029","","","","false","none","normal"
"NPC1207","Kira Maren","simulation_matrix_pool","false","3","story_plus_party_scaled","25","false","E276","E020","E049","","","","false","none","normal"
"NPC1208","Lio Tor","simulation_matrix_pool","false","3","story_plus_party_scaled","21","false","E011","E040","E069","","","","false","none","normal"
"NPC1209","Mira Vale","simulation_matrix_pool","false","3","story_plus_party_scaled","25","false","E031","E060","E089","","","","false","none","normal"
"NPC1210","Nox Quill","simulation_matrix_pool","false","4","story_plus_party_scaled","29","true","E051","E080","E109","E138","","","false","none","normal"
"NPC1211","Oren Nox","simulation_matrix_pool","false","4","story_plus_party_scaled","33","true","E071","E100","E129","E158","","","false","none","normal"
"NPC1212","Pax Reed","simulation_matrix_pool","false","4","story_plus_party_scaled","37","true","E091","E120","E149","E178","","","false","standard","normal"
"NPC1213","Quin Esh","simulation_matrix_pool","false","4","story_plus_party_scaled","41","true","E111","E140","E169","E198","","","false","standard","normal"
"NPC1214","Rhea Rusk","simulation_matrix_pool","false","4","story_plus_party_scaled","45","true","E131","E160","E189","E218","","","false","standard","normal"
"NPC1215","Senn Voss","simulation_matrix_pool","false","4","story_plus_party_scaled","49","true","E151","E180","E209","E238","","","false","standard","smart"
"NPC1216","Talia Rook","simulation_matrix_pool","false","4","story_plus_party_scaled","45","true","E171","E200","E229","E258","","","false","standard","smart"
"NPC1217","Uma Fenn","simulation_matrix_pool","false","4","story_plus_party_scaled","49","true","E191","E220","E249","E278","","","false","standard","smart"
"NPC1218","Venn Wren","simulation_matrix_pool","false","5","story_plus_party_scaled","53","true","E211","E240","E269","E013","E042","","false","standard","smart"
"NPC1219","Wren Pell","simulation_matrix_pool","false","5","story_plus_party_scaled","57","true","E231","E260","E004","E033","E062","","false","standard","smart"
"NPC1220","Xara Thane","simulation_matrix_pool","false","5","story_plus_party_scaled","61","true","E251","E280","E024","E053","E082","","false","standard","smart"
"NPC1221","Yven Silt","simulation_matrix_pool","false","5","story_plus_party_scaled","65","true","E271","E015","E044","E073","E102","","false","standard","smart"
"NPC1222","Zale Keir","simulation_matrix_pool","false","5","story_plus_party_scaled","69","true","E006","E035","E064","E093","E122","","false","standard","smart"
"NPC1223","Ari Noct","simulation_matrix_pool","false","5","story_plus_party_scaled","73","true","E026","E055","E084","E113","E142","","false","standard","smart"
"NPC1224","Bela Arc","simulation_matrix_pool","false","5","story_plus_party_scaled","69","true","E046","E075","E104","E133","E162","","false","standard","smart"
"NPC1225","Cato Holt","simulation_matrix_pool","false","6","story_plus_party_scaled","73","true","E066","E095","E124","E153","E182","E211","false","advanced","expert"
"NPC1226","Dena Sol","simulation_matrix_pool","false","6","story_plus_party_scaled","77","true","E086","E115","E144","E173","E202","E231","false","advanced","expert"
"NPC1227","Eron Maren","simulation_matrix_pool","false","6","story_plus_party_scaled","81","true","E106","E135","E164","E193","E222","E251","false","advanced","expert"
"NPC1228","Fia Tor","simulation_matrix_pool","false","6","story_plus_party_scaled","85","true","E126","E155","E184","E213","E242","E271","false","advanced","expert"
"NPC1229","Garr Vale","simulation_matrix_pool","false","6","story_plus_party_scaled","89","true","E146","E175","E204","E233","E262","E006","false","advanced","expert"
"NPC1230","Hale Quill","simulation_matrix_pool","false","6","story_plus_party_scaled","93","true","E166","E195","E224","E253","E282","E026","false","advanced","expert"
"NPC1231","Ira Nox","simulation_matrix_pool","false","2","story_plus_party_scaled","7","false","E081","E110","","","","","false","none","basic"
"NPC1232","Juno Reed","simulation_matrix_pool","false","2","story_plus_party_scaled","3","false","E101","E130","","","","","false","none","basic"
"NPC1233","Kira Esh","simulation_matrix_pool","false","2","story_plus_party_scaled","7","false","E121","E150","","","","","false","none","basic"
"NPC1234","Lio Rusk","simulation_matrix_pool","false","3","story_plus_party_scaled","11","false","E141","E170","E199","","","","false","none","basic"
"NPC1235","Mira Voss","simulation_matrix_pool","false","3","story_plus_party_scaled","15","false","E161","E190","E219","","","","false","none","basic"
"NPC1236","Nox Rook","simulation_matrix_pool","false","3","story_plus_party_scaled","19","false","E181","E210","E239","","","","false","none","normal"
"NPC1237","Oren Fenn","simulation_matrix_pool","false","3","story_plus_party_scaled","23","false","E201","E230","E259","","","","false","none","normal"
"NPC1238","Pax Wren","simulation_matrix_pool","false","3","story_plus_party_scaled","27","false","E221","E250","E279","","","","false","none","normal"
"NPC1239","Quin Pell","simulation_matrix_pool","false","3","story_plus_party_scaled","31","false","E241","E270","E014","","","","false","none","normal"
"NPC1240","Rhea Thane","simulation_matrix_pool","false","4","story_plus_party_scaled","27","true","E261","E005","E034","E063","","","false","none","normal"
"NPC1241","Senn Silt","simulation_matrix_pool","false","4","story_plus_party_scaled","31","true","E281","E025","E054","E083","","","false","none","normal"
"NPC1242","Talia Keir","simulation_matrix_pool","false","4","story_plus_party_scaled","35","true","E016","E045","E074","E103","","","false","standard","normal"
"NPC1243","Uma Noct","simulation_matrix_pool","false","4","story_plus_party_scaled","39","true","E036","E065","E094","E123","","","false","standard","normal"
"NPC1244","Venn Arc","simulation_matrix_pool","false","4","story_plus_party_scaled","43","true","E056","E085","E114","E143","","","false","standard","normal"
"NPC1245","Wren Holt","simulation_matrix_pool","false","4","story_plus_party_scaled","47","true","E076","E105","E134","E163","","","false","standard","smart"
"NPC1246","Xara Sol","simulation_matrix_pool","false","4","story_plus_party_scaled","51","true","E096","E125","E154","E183","","","false","standard","smart"
"NPC1247","Yven Maren","simulation_matrix_pool","false","4","story_plus_party_scaled","55","true","E116","E145","E174","E203","","","false","standard","smart"
"NPC1248","Zale Tor","simulation_matrix_pool","false","5","story_plus_party_scaled","51","true","E136","E165","E194","E223","E252","","false","standard","smart"
"NPC1249","Ari Vale","simulation_matrix_pool","false","5","story_plus_party_scaled","55","true","E156","E185","E214","E243","E272","","false","standard","smart"
"NPC1250","Bela Quill","simulation_matrix_pool","false","5","story_plus_party_scaled","59","true","E176","E205","E234","E263","E007","","false","standard","smart"
"NPC1251","Cato Nox","simulation_matrix_pool","false","5","story_plus_party_scaled","63","true","E196","E225","E254","E283","E027","","false","standard","smart"
"NPC1252","Dena Reed","simulation_matrix_pool","false","5","story_plus_party_scaled","67","true","E216","E245","E274","E018","E047","","false","standard","smart"
"NPC1253","Eron Esh","simulation_matrix_pool","false","5","story_plus_party_scaled","71","true","E236","E265","E009","E038","E067","","false","standard","smart"
"NPC1254","Fia Rusk","simulation_matrix_pool","false","5","story_plus_party_scaled","75","true","E256","E285","E029","E058","E087","","false","standard","smart"
"NPC1255","Garr Voss","simulation_matrix_pool","false","6","story_plus_party_scaled","79","true","E276","E020","E049","E078","E107","E136","false","advanced","expert"
"NPC1256","Hale Rook","simulation_matrix_pool","false","6","story_plus_party_scaled","75","true","E011","E040","E069","E098","E127","E156","false","advanced","expert"
"NPC1257","Ira Fenn","simulation_matrix_pool","false","6","story_plus_party_scaled","79","true","E031","E060","E089","E118","E147","E176","false","advanced","expert"
"NPC1258","Juno Wren","simulation_matrix_pool","false","6","story_plus_party_scaled","83","true","E051","E080","E109","E138","E167","E196","false","advanced","expert"
"NPC1259","Kira Pell","simulation_matrix_pool","false","6","story_plus_party_scaled","87","true","E071","E100","E129","E158","E187","E216","false","advanced","expert"
"NPC1260","Lio Thane","simulation_matrix_pool","false","6","story_plus_party_scaled","91","true","E091","E120","E149","E178","E207","E236","false","advanced","expert"
"NPC1261","Mira Silt","simulation_matrix_pool","false","2","story_plus_party_scaled","5","false","E006","E035","","","","","false","none","basic"
"NPC1262","Nox Keir","simulation_matrix_pool","false","2","story_plus_party_scaled","9","false","E026","E055","","","","","false","none","basic"
"NPC1263","Oren Noct","simulation_matrix_pool","false","2","story_plus_party_scaled","13","false","E046","E075","","","","","false","none","basic"
"NPC1264","Pax Arc","simulation_matrix_pool","false","3","story_plus_party_scaled","9","false","E066","E095","E124","","","","false","none","basic"
"NPC1265","Quin Holt","simulation_matrix_pool","false","3","story_plus_party_scaled","13","false","E086","E115","E144","","","","false","none","basic"
"NPC1266","Rhea Sol","simulation_matrix_pool","false","3","story_plus_party_scaled","17","false","E106","E135","E164","","","","false","none","normal"
"NPC1267","Senn Maren","simulation_matrix_pool","false","3","story_plus_party_scaled","21","false","E126","E155","E184","","","","false","none","normal"
"NPC1268","Talia Tor","simulation_matrix_pool","false","3","story_plus_party_scaled","25","false","E146","E175","E204","","","","false","none","normal"
"NPC1269","Uma Vale","simulation_matrix_pool","false","3","story_plus_party_scaled","29","false","E166","E195","E224","","","","false","none","normal"
"NPC1270","Venn Quill","simulation_matrix_pool","false","4","story_plus_party_scaled","33","true","E186","E215","E244","E273","","","false","none","normal"
"NPC1271","Wren Nox","simulation_matrix_pool","false","4","story_plus_party_scaled","37","true","E206","E235","E264","E008","","","false","none","normal"
"NPC1272","Xara Reed","simulation_matrix_pool","false","4","story_plus_party_scaled","33","true","E226","E255","E284","E028","","","false","standard","normal"
"NPC1273","Yven Esh","simulation_matrix_pool","false","4","story_plus_party_scaled","37","true","E246","E275","E019","E048","","","false","standard","normal"
"NPC1274","Zale Rusk","simulation_matrix_pool","false","4","story_plus_party_scaled","41","true","E266","E010","E039","E068","","","false","standard","normal"
"NPC1275","Ari Voss","simulation_matrix_pool","false","4","story_plus_party_scaled","45","true","E001","E030","E059","E088","","","false","standard","smart"
"NPC1276","Bela Rook","simulation_matrix_pool","false","4","story_plus_party_scaled","49","true","E021","E050","E079","E108","","","false","standard","smart"
"NPC1277","Cato Fenn","simulation_matrix_pool","false","4","story_plus_party_scaled","53","true","E041","E070","E099","E128","","","false","standard","smart"
"NPC1278","Dena Wren","simulation_matrix_pool","false","5","story_plus_party_scaled","57","true","E061","E090","E119","E148","E177","","false","standard","smart"
"NPC1279","Eron Pell","simulation_matrix_pool","false","5","story_plus_party_scaled","61","true","E081","E110","E139","E168","E197","","false","standard","smart"
"NPC1280","Fia Thane","simulation_matrix_pool","false","5","story_plus_party_scaled","57","true","E101","E130","E159","E188","E217","","false","standard","smart"
"NPC1281","Garr Silt","simulation_matrix_pool","false","5","story_plus_party_scaled","61","true","E121","E150","E179","E208","E237","","false","standard","smart"
"NPC1282","Hale Keir","simulation_matrix_pool","false","5","story_plus_party_scaled","65","true","E141","E170","E199","E228","E257","","false","standard","smart"
"NPC1283","Ira Noct","simulation_matrix_pool","false","5","story_plus_party_scaled","69","true","E161","E190","E219","E248","E277","","false","standard","smart"
"NPC1284","Juno Arc","simulation_matrix_pool","false","5","story_plus_party_scaled","73","true","E181","E210","E239","E268","E012","","false","standard","smart"
"NPC1285","Kira Holt","simulation_matrix_pool","false","6","story_plus_party_scaled","77","true","E201","E230","E259","E003","E032","E061","false","advanced","expert"
"NPC1286","Lio Sol","simulation_matrix_pool","false","6","story_plus_party_scaled","81","true","E221","E250","E279","E023","E052","E081","false","advanced","expert"
"NPC1287","Mira Maren","simulation_matrix_pool","false","6","story_plus_party_scaled","85","true","E241","E270","E014","E043","E072","E101","false","advanced","expert"
"NPC1288","Nox Tor","simulation_matrix_pool","false","6","story_plus_party_scaled","81","true","E261","E005","E034","E063","E092","E121","false","advanced","expert"
"NPC1289","Oren Vale","simulation_matrix_pool","false","6","story_plus_party_scaled","85","true","E281","E025","E054","E083","E112","E141","false","advanced","expert"
"NPC1290","Pax Quill","simulation_matrix_pool","false","6","story_plus_party_scaled","89","true","E016","E045","E074","E103","E132","E161","false","advanced","expert"
"NPC1291","Quin Nox","simulation_matrix_pool","false","2","story_plus_party_scaled","3","false","E216","E245","","","","","false","none","basic"
"NPC1292","Rhea Reed","simulation_matrix_pool","false","2","story_plus_party_scaled","7","false","E236","E265","","","","","false","none","basic"
"NPC1293","Senn Esh","simulation_matrix_pool","false","2","story_plus_party_scaled","11","false","E256","E285","","","","","false","none","basic"
"NPC1294","Talia Rusk","simulation_matrix_pool","false","3","story_plus_party_scaled","15","false","E276","E020","E049","","","","false","none","basic"
"NPC1295","Uma Voss","simulation_matrix_pool","false","3","story_plus_party_scaled","19","false","E011","E040","E069","","","","false","none","basic"
"NPC1296","Venn Rook","simulation_matrix_pool","false","3","story_plus_party_scaled","15","false","E031","E060","E089","","","","false","none","normal"
"NPC1297","Wren Fenn","simulation_matrix_pool","false","3","story_plus_party_scaled","19","false","E051","E080","E109","","","","false","none","normal"
